,Tweet,Sentiment,Prediction,0.8695
8855,New COVID Vaccine Study Sparks Immune Response With 'Promise' COVID19 TheLancet,Positive,Positive,0.8695
8856,COVID19 has claimed another soul. My oldest sister passed a few hours ago. Not even 24 hours after we all got the… ,Negative,Positive,0.8695
8857,Black Lives Matter Protest Masked Portrait. Photo©Steve Sanchez. blacklivesmatter blacklivesmatterprotest… ,Negative,Negative,0.8695
8858,Authorities on Monday reimposed lockdown here after some officials and hospital employees tested positive for… ,Positive,Positive,0.8695
8859,Life is not and cannot be back to what it was before any time soon. In case you haven't noticed there's still a God… ,Neutral,Neutral,0.8695
8860,Since last Friday BC has 102 new COVID19 cases for a total of 253 active cases. This is up from what we’ve been… ,Positive,Positive,0.8695
8861, Sounds great. COVID19 casesdeaths will decrease.Why earmarkfor something that’s not going to… ,Positive,Positive,0.8695
8862,Thank you RIGID tools for providing PPE for COVID19. The question is how come the 3layer filters are widely sold… ,Negative,Neutral,0.8695
8863,Great way to shame the AntiMaskers. Spotted in a San Francisco restaurant. AntiMaskerProblems AntiMaskers… ,Positive,Positive,0.8695
8864,That sounds more like athing than a Clinton thing...COVID19 ,Positive,Positive,0.8695
8865, your theory on children getting covid19 going home &amp getting better is flawed. It's sounds like it's… ,Neutral,Positive,0.8695
8866,It is important to eat more salads and masks are mandatory in many places. But this is going overboard. MaskUp… ,Positive,Positive,0.8695
8867,. I was worried nervous and afraid. Next morning I woke up feeling better and thought “Probably… ,Negative,Positive,0.8695
8868,"A tweet I couldn't bring myself to ""like."" Just recognizing the huge cost of COVID19 ",Positive,Positive,0.8695
8869,According to Victor David Hanson a distinguished fellow at the Hoover Institute approximately the same amount of Am… ,Negative,Neutral,0.8695
8870,Government and healthcare to lead ICT spending in Japan despite overall decline amidst COVID19 pandemic...… ,Neutral,Neutral,0.8695
8871,"""Look for creative ways to connect with your family and friends."" DrBridgetCooper gives expert tips to feel connect… ",Positive,Positive,0.8695
8872,Crimes against humanity in China should be punished because too many good people have died on a global scale and e… ,Positive,Positive,0.8695
8873,It's been exactly 6 months since the first COVID19 case was identified in Washington. Didn't somebody say that it… ,Positive,Positive,0.8695
8874,Q To be clear you are mainly focused on the section of the market that tests for Antigens. Can you explain this… ,Positive,Positive,0.8695
8875,Pandemi Covid19 10.026 Bumdes Aman  kabardesa badanusahamilikdesa covid19,Neutral,Neutral,0.8695
8876,"He actually called it ""the Invisible China Virus."" You know to differentiate it from ""the Visible China Virus.""… ",Neutral,Neutral,0.8695
8877,Please help my friend Melody take home 20000 &amp be on the cover of Muscle &amp Fitness Hers She is a gym owner in P… ,Neutral,Neutral,0.8695
8878,FHSAArequire full time athletic trainers for every school before starting sports..approx 60% of FL public… ,Positive,Positive,0.8695
8879,CoronaVirusus Georgia reported 2452 new cases of Covid19 on Monday bringing the total number of cases to 14557… ,Positive,Positive,0.8695
8880,has a vaccineFor COVID19 How many decades has research for a vaccine for AIDS been active… ,Positive,Positive,0.8695
8881,No swamp heremove along  copolitics potuswithatinyp covid19 covid19colorado,Neutral,Neutral,0.8695
8882,Everyone has that one friend that is a blast when you hang out but can also be super embarrassing.I'm looking at… ,Positive,Positive,0.8695
8883, saysgovt did not give permission for his treatment in a govt hospital. COVID19… ,Neutral,Neutral,0.8695
8884,Why I will never believe the COVID19 numbers. I was tested for a 2nd time 3 wks ago. Results were negative both t… ,Negative,Positive,0.8695
8885,Please show this to someone who still thinks that COVID19 doesn’t exist and wearing a mask or SocialDistancing r… ,Neutral,Neutral,0.8695
8886,I’ve yet to hear one credible medical doctor including on the COVID19 whitehouse TaskForce call the… ,Positive,Positive,0.8695
8887,tcnt covid19 cydy leronlimabPlease view &amp support this for… ,Neutral,Neutral,0.8695
8888,Best reporting on COVID19 done by   giving voice to the lives lost and the families left behindheartbreaking reporting   ,Positive,Positive,0.8695
8889,COVID19 Restrictions tightened across cityGreater Kashmir ,Neutral,Neutral,0.8695
8890,DAILY CASES only one day and cases don’t mean deaths FL cannot catch up to the numbe… ,Negative,Positive,0.8695
8891,Drew this last night good Grey Wolf Luna.ArtistOnTwitter artist COVID19 coronavirus wolf greywolf furry… ,Positive,Positive,0.8695
8892,One of the biggest and in some cases hardest lessons companies have learned from this pandemic is how critical it… ,Neutral,Neutral,0.8695
8893,It’s about the election...it always has been Scandemic COVID19 ,Neutral,Neutral,0.8695
8894,With the desperate rush to produce COVID19 vaccine and my current level of trust in the administration I have de… ,Negative,Positive,0.8695
8895, Sign “Stop Trump's latest attack on the CDC and American public health” and I’ll deliver a copy to your officials… ,Positive,Positive,0.8695
8896,Florida educators sue governor over reopening order  IdiotDeSantis. NotMyKid… ,Neutral,Neutral,0.8695
8897, WHAT IS WRONG WITH YOU Kids can INFECT ADULTS IdiotInChief coronavirus is not just sniffles. H… ,Negative,Neutral,0.8695
8898,You know despite all of their flaws China is the only power on the planet that has COVID19 under control while… ,Neutral,Neutral,0.8695
8899,WWE Legend Ric Flair Spotted Without A Mask Depsite Wife Testing Positive For COVID19 WWE WWERaw SmackDown… ,Positive,Positive,0.8695
8900, Ok that was February The same timewas tellin… ,Positive,Positive,0.8695
8901,China reopens cinema houses six months after shutdowns.... China Cinema Lockdown COVID Coronavirus… ,Neutral,Neutral,0.8695
8902,Congress kicks off discussions this week on new COVID19 relief legislation. Get the latest views from our investme… ,Positive,Positive,0.8695
8903,Alabama Gov. Kay Ivey Issues Face Mask Mandate for Entire State Threatens 500 Fine for Violators… ,Positive,Neutral,0.8695
8904,COVID19 epic failures… ,Positive,Positive,0.8695
8905,Quarantine is going way longer than expected I wanna help‼ so due too COVID19 I will be sending the first 400… ,Positive,Positive,0.8695
8906,Relatable. COVID19 throughout.This Compost. ,Neutral,Neutral,0.8695
8907,For those interested in the full story here it is  COVID19 journalism localnews,Positive,Positive,0.8695
8908,Just read a comment on IG where a dude claimed to have had COVID19 1 day and was cured. He took... natural herbs a… ,Positive,Positive,0.8695
8909,Public schools require immunizations be up to date for tetanus diphtheria chicken pox mumps measels and rubella… ,Negative,Negative,0.8695
8910,Covid19 USA coronavirus COVID19 COVID19 covid COVID19TX covidusa ,Neutral,Neutral,0.8695
8911,From JanMay Shenzhen in S.China’s Guangdong Province attracted foreign investment totaling over 6 billion and 1… ,Negative,Positive,0.8695
8912, Sign “COVID19 Medicaid FMAP bump &amp increased HCBS funding” and I’ll deliver a copy to your officials… ,Neutral,Neutral,0.8695
8913,I still don’t understand how people like Trump think they’re smarter than the experts scientists and doctors who s… ,Neutral,Neutral,0.8695
8914,At least 80120 people have died from coronavirus in Brazil since the pandemic started according to new figures fr… ,Negative,Positive,0.8695
8915,United States Supreme Court Allow Texans to Vote by Mail this NovemberSign the Petition… ,Neutral,Neutral,0.8695
8916,has abandoned the American people in the fight against COVID19.We are short on… ,Neutral,Neutral,0.8695
8917,"Current mood. COVID19 Vitamin X ""About To Crack"" Official video  via ",Neutral,Neutral,0.8695
8918,In the news Coronavirus COVID19 Update Daily Roundup July 20 2020  coronavirus COVID19 2019ncov,Neutral,Neutral,0.8695
8919,In the news Ky. couple on house arrest after wife tests positive for coronavirus but refuses to sign quarantine ..… ,Positive,Positive,0.8695
8920,In the news Dallas County Reports 1 Death 1026 New Cases of the Coronavirus  coronavirus COVID19 2019ncov,Positive,Positive,0.8695
8921,In the news 4 PittsburghArea Establishments Issued Warnings For Not Following Coronavirus Orders… ,Neutral,Neutral,0.8695
8922,But I think no positive result will come out from such lockdown the logic is that people will free from lockdown f… ,Positive,Positive,0.8695
8923,Assam Govt has been declared two weekend complete lockdown on Sat and Sunday in semi urban urban and city and West… ,Positive,Positive,0.8695
8924,As the COVID19 keeps surging at the global level i earnestly urge my fellow Kenyans to avoid going to upcountry w… ,Neutral,Neutral,0.8695
8925,No worries I'm not planning to do anything until COVID19is… ,Neutral,Neutral,0.8695
8926,The permanent exhibition hall of the Palace Museum will reopen today and the daily reservation limit will be raise… ,Neutral,Neutral,0.8695
8927,UK PM BorisJohnson says UK is also buying vaccines developed in Europe in case Oxford Vaccine doesn't work.… ,Positive,Positive,0.8695
8928,Left mask at home. Improvised with the only two things in my car duct tape and toilet paper. COVID19 ,Negative,Positive,0.8695
8929,"Extended melbournelockdown measures ""having a direct impact"". Vic coronavirus cases rise by 374. State's death to… ",Positive,Positive,0.8695
8930,Warzone ModernWarfare PS4live COVID19live at ,Neutral,Neutral,0.8695
8931,It’s vital to have good hand washing practices. Protect yourself your family and your community from COVID19 by f… ,Positive,Positive,0.8695
8932,Follow CSAC across our different platforms and stay informed on the latest news about California Counties during t… ,Positive,Positive,0.8695
8933,7 Workers In Kondotty Wholesale Fish Market Test Positive For COVID 19  KondottyWholesaleFishMarket COVID19,Positive,Positive,0.8695
8934,Will we be confident to travel postcovid19 And if we are how will travel patterns and preferences change We di… ,Positive,Positive,0.8695
8935,Our client Hello Alice was founded to connect business owners to the resources they need. When crisis hit its mi… ,Neutral,Neutral,0.8695
8936," I agree. I won't be tuned into Trump's ""gotta fake it hour"" pretending he actually… ",Negative,Negative,0.8695
8937,Today 720 there were 797 more COVID19 cases 47743 total &amp 6 deaths 1453 total in WA 166 of the new cases w… ,Positive,Positive,0.8695
8938,TNIEeditorialApart from abiding by the rules athletes ought to set right examples. Any deviations from the rul… ,Positive,Positive,0.8695
8939,Italian Chiesa SARSCoV2 EU Italycoronavirus Fear Italy Cristo Italycovid Cristianesimo Epidemic SARSCoV… ,Neutral,Neutral,0.8695
8940,When COVID19 hit some commentators hailed it as an opportunity to revolutionise gender roles in heterosexual coup… ,Neutral,Neutral,0.8695
8941,Wasn't that suppose to happen 3.5 years ago Instead we have a covid19 AmericanGenocide thanks to… ,Positive,Positive,0.8695
8942,COVID19 Thinking backwardsthat testing makes new cases rather than revealing what's there is what got us in… ,Positive,Positive,0.8695
8943, COVD deathrate in the UK 15% Deathrate USA 3.7 % COVID19,Neutral,Neutral,0.8695
8944, On 911 there were close to 3000 casualties because of what the TERRORISTS did on that horrible day. Al… ,Negative,Negative,0.8695
